x	y	nodetypes	nodenames	cx	cy
28.0357142857143	27.7222222222222	internal		27.8571428571428	27.6666666666666
28.125	37.7777777777778	internal		27.1428571428571	37.7222222222223
28.125	29.3888888888889	internal		28.0357142857143	29.4444444444444
28.1696428571429	45.5	internal		27.8125	45.4444444444445
28.3482142857143	51.5	internal		27.8571428571428	51.4444444444445
28.3482142857143	27.7777777777778	internal		28.1696428571429	27.8333333333334
28.3928571428571	11.5	internal		27.4107142857143	11.5
28.4375	33.5	internal		26.2053571428571	33.5
28.7946428571429	0.500000000000007	internal		26.1607142857143	0.444444444444471
28.8392857142857	28.7222222222222	internal		28.3482142857143	28.7222222222222
28.9732142857143	49.5	internal		27.8571428571429	49.4444444444445
28.9732142857143	12.5	internal		28.3928571428571	12.5
29.1071428571428	10.5	internal		28.3928571428571	10.5
29.1964285714286	6.50000000000001	internal		27.5892857142857	6.50000000000002
29.3303571428571	24.2222222222222	internal		27.8571428571428	24.2222222222222
29.4642857142857	29.5	internal		28.8392857142857	29.5
29.5089285714286	38.5	internal		28.125	38.5
29.6428571428571	23.5	internal		29.3303571428571	23.5
